epoch,train_loss
0,33112.776719
1,29653.517578
2,25691.817813
3,20929.574141
4,19286.630391
5,18793.712188
6,18572.769844
7,18435.326016
8,18419.404844
9,18353.532813
10,18292.101484
11,18291.498125
12,18198.912812
13,18126.210938
14,18077.801406
15,18018.295781
16,18003.229766
17,18025.970547
18,17980.804375
19,17990.504609
