epoch,train_loss
313,0.003268
314,0.003160
315,0.002968
316,0.002929
317,0.002957
318,0.002898
319,0.002882
320,0.002926
321,0.002835
322,0.002666
323,0.002547
324,0.002465
325,0.002386
326,0.002340
327,0.002327
328,0.002323
329,0.002345
330,0.002408
331,0.002526
332,0.002682
333,0.002708
334,0.002644
335,0.002508
336,0.002452
337,0.002462
338,0.002475
339,0.002508
340,0.002527
341,0.002654
342,0.002857
343,0.003055
344,0.003177
345,0.003263
346,0.003065
347,0.002780
348,0.002561
349,0.002463
350,0.002429
351,0.002413
352,0.002426
353,0.002460
354,0.002468
355,0.002450
356,0.002450
357,0.002411
358,0.002383
359,0.002405
360,0.002479
361,0.002526
362,0.002561
363,0.002576
364,0.002641
365,0.002690
366,0.002646
367,0.002571
368,0.002525
369,0.002494
370,0.002478
371,0.002493
372,0.002557
373,0.002604
374,0.002533
375,0.002461
376,0.002427
377,0.002421
378,0.002440
379,0.002514
380,0.002595
381,0.002667
382,0.002742
383,0.002926
384,0.002972
385,0.002862
386,0.002745
387,0.002623
388,0.002495
389,0.002433
390,0.002477
391,0.002444
392,0.002416
393,0.002468
394,0.002514
395,0.002515
396,0.002547
397,0.002543
398,0.002518
399,0.002455
400,0.002408
401,0.002403
402,0.002395
403,0.002355
404,0.002320
405,0.002284
406,0.002270
407,0.002253
408,0.002233
409,0.002225
410,0.002220
411,0.002228
412,0.002238
413,0.002245
414,0.002249
415,0.002244
416,0.002251
417,0.002267
418,0.002286
419,0.002314
420,0.002327
421,0.002377
422,0.002425
423,0.002436
424,0.002468
425,0.002476
426,0.002493
427,0.002545
428,0.002589
429,0.002700
430,0.002689
431,0.002580
432,0.002502
433,0.002579
434,0.002822
435,0.003103
436,0.003315
437,0.003244
438,0.003054
439,0.002772
440,0.002525
441,0.002472
442,0.002489
443,0.002378
444,0.002300
445,0.002272
446,0.002238
447,0.002231
448,0.002226
449,0.002216
450,0.002205
451,0.002206
452,0.002181
453,0.002152
454,0.002137
455,0.002114
456,0.002067
457,0.002032
458,0.002020
459,0.002006
460,0.001994
461,0.001997
462,0.002018
463,0.002035
464,0.002053
465,0.002087
466,0.002105
467,0.002112
468,0.002157
469,0.002207
470,0.002257
471,0.002220
472,0.002206
473,0.002196
474,0.002186
475,0.002222
476,0.002278
477,0.002295
478,0.002288
479,0.002316
480,0.002347
481,0.002422
482,0.002476
483,0.002542
484,0.003035
485,0.003516
486,0.003622
487,0.003257
488,0.002655
489,0.002417
490,0.002354
491,0.002285
492,0.002249
493,0.002240
494,0.002222
495,0.002213
496,0.002192
497,0.002153
498,0.002112
499,0.002081
