epoch,train_loss
221,490651.270000
222,490624.920000
223,490663.761250
224,490635.475000
225,490725.148750
226,490735.482500
227,490854.502500
228,491083.961250
229,491369.797500
230,491698.771250
231,491983.408750
232,492300.073750
233,492422.531250
234,492435.086250
235,492389.617500
236,492458.196250
237,492617.391250
238,492815.566250
239,493244.143750
240,493432.608750
241,493079.470000
242,492661.076250
243,492470.086250
244,491977.715000
245,491566.718750
246,491319.917500
247,491565.811250
248,491653.216250
249,491613.638750
250,491718.008750
251,492044.347500
252,493445.152500
253,494886.840000
254,497719.235000
255,501253.146250
256,500911.217500
257,498811.125000
258,496881.625000
259,494893.327500
260,492730.647500
261,491796.562500
262,491612.626250
263,491751.372500
264,491675.682500
265,491625.522500
266,491481.687500
267,491561.435000
268,492062.172500
269,492423.045000
270,492834.076250
271,493402.660000
272,494409.276250
273,494400.683750
274,493334.830000
275,492647.000000
276,492301.560000
277,492046.051250
278,492350.825000
279,492853.187500
280,492556.077500
281,492212.202500
282,492147.107500
283,492115.977500
284,492268.215000
285,492353.926250
286,492368.282500
287,492271.556250
288,492183.888750
289,492001.307500
290,491714.641250
291,491400.432500
292,490932.098750
293,490828.467500
294,490983.232500
295,490888.200000
296,490879.431250
297,491109.427500
298,491414.725000
299,491891.155000
300,492213.617500
301,492649.711250
302,493325.018750
303,493449.838750
304,493095.593750
305,492721.230000
306,492483.167500
307,492309.756250
308,492181.705000
309,491848.955000
310,491481.961250
311,491333.181250
312,491227.002500
313,491311.595000
314,491303.763750
315,491267.157500
316,491157.315000
317,491226.546250
318,491244.456250
319,491325.857500
320,491243.450000
321,491303.040000
322,491409.646250
323,491540.580000
324,491711.475000
325,491784.712500
326,491871.353750
327,491893.337500
328,491879.650000
329,491493.470000
330,491560.276250
331,491322.535000
332,491194.593750
333,490963.378750
334,490750.560000
335,490510.592500
336,490415.408750
337,490409.691250
338,490621.362500
339,490973.947500
340,491415.520000
341,491963.863750
342,493242.342500
343,493611.491250
344,493120.933750
345,492557.820000
346,491893.172500
347,491694.067500
348,491304.045000
349,490451.825000
350,489818.825000
351,489545.575000
352,489426.361250
353,489261.273750
354,489102.857500
355,489025.686250
356,488905.560000
357,488869.080000
358,488918.560000
359,488985.121250
360,489106.498750
361,489412.678750
362,489740.997500
363,490047.712500
364,490624.110000
365,491459.112500
366,492060.671250
367,492138.131250
368,491745.968750
369,490623.035000
370,489913.846250
371,489794.828750
372,489714.072500
373,489485.633750
374,489293.826250
375,489169.380000
376,489143.548750
377,489207.727500
378,489187.405000
379,489357.798750
380,489450.866250
381,489580.908750
382,489852.728750
383,490432.588750
384,490873.071250
385,491108.781250
386,491694.873750
387,491471.088750
388,491499.852500
389,490717.471250
390,490732.627500
391,490454.236250
392,489847.436250
393,489519.596250
394,489275.862500
395,489269.552500
396,489330.562500
397,489376.865000
398,489515.660000
399,489821.981250
400,490002.437500
401,489786.175000
402,489578.525000
403,489480.750000
404,489398.971250
405,489415.537500
406,489593.007500
407,490289.913750
408,490783.415000
409,490646.342500
410,490611.538750
411,490013.573750
412,489717.126250
413,489460.061250
414,489245.668750
415,489356.683750
416,489153.576250
417,489185.955000
418,489305.786250
419,489449.896250
420,489568.913750
421,489647.507500
422,489598.592500
423,489783.091250
424,489833.765000
425,489897.126250
426,489793.700000
427,489594.017500
428,489847.382500
429,490058.832500
430,490417.153750
431,490523.081250
432,490443.278750
433,490715.626250
434,490883.605000
435,490918.195000
436,491079.080000
437,490680.983750
438,490451.978750
439,489896.930000
440,489842.767500
441,489623.225000
442,489620.247500
443,489631.538750
444,489796.678750
445,490236.401250
446,490667.071250
447,491144.580000
448,491432.106250
449,490870.940000
450,490642.772500
451,490864.912500
452,490791.078750
453,491130.557500
454,491707.002500
455,491811.326250
456,491372.261250
457,491140.663750
458,491002.860000
459,490667.618750
460,490656.120000
461,490716.677500
462,490808.252500
463,491024.167500
464,491401.571250
465,491032.333750
466,490565.048750
467,490506.751250
468,490755.506250
469,491279.355000
470,492199.467500
471,492988.033750
472,494264.658750
473,494513.440000
474,494739.213750
475,496551.500000
476,497732.205000
477,497352.638750
478,499569.593750
479,499698.530000
480,499757.732500
481,500093.606250
482,500127.043750
483,500006.631250
484,496138.472500
485,492727.913750
486,490876.830000
487,489805.387500
488,489220.603750
489,488867.422500
490,488584.015000
491,488355.778750
492,488227.576250
493,488074.095000
494,487994.571250
495,487871.168750
496,487837.113750
497,487848.921250
498,487777.188750
499,487764.046250
