epoch,train_loss
208,2548.333452
209,2548.268488
210,2548.300892
211,2548.231379
212,2548.154175
213,2548.185303
214,2548.184737
215,2548.099410
216,2548.363192
217,2548.276889
218,2548.184637
219,2548.267623
220,2548.360008
221,2548.363348
222,2548.225353
223,2548.181219
224,2548.208163
225,2548.259810
226,2548.161887
227,2548.212935
228,2548.212857
229,2548.289140
230,2548.290727
231,2548.210172
232,2548.092862
233,2548.343672
234,2548.282082
235,2548.188110
236,2548.134311
237,2548.208363
238,2548.218595
239,2548.148082
240,2548.196899
241,2548.205644
242,2548.129084
243,2548.256314
244,2548.263028
245,2548.261230
246,2548.221358
247,2548.328380
248,2548.289517
249,2548.200828
250,2548.242310
251,2548.197055
252,2548.124523
253,2548.133467
254,2548.288707
255,2548.125766
256,2548.229348
257,2548.231257
258,2548.213490
259,2548.215998
260,2548.151278
261,2548.202881
262,2548.192849
263,2548.074951
264,2548.143965
265,2548.215787
266,2548.289584
267,2548.207830
268,2548.155773
269,2548.236705
270,2548.099121
271,2548.132335
272,2548.204656
273,2548.210394
274,2548.166116
275,2548.224276
276,2548.218805
277,2548.167891
278,2548.255338
279,2548.192261
280,2548.158436
281,2548.148904
282,2548.166792
283,2548.136796
284,2548.229836
285,2548.230591
286,2548.102805
287,2548.172596
288,2548.146307
289,2548.173728
290,2548.162942
291,2548.168357
292,2548.170732
293,2548.179299
294,2548.123946
295,2548.163829
296,2548.182096
297,2548.162509
298,2548.226718
299,2548.224632
300,2548.118486
301,2548.112460
302,2548.138217
303,2548.123269
304,2548.185691
305,2548.194158
306,2548.162143
307,2548.148304
308,2548.187189
309,2548.182950
310,2548.215998
311,2548.138394
312,2548.102106
313,2548.181330
314,2548.185158
315,2548.183993
316,2548.131359
317,2548.120594
318,2548.259732
319,2548.025890
320,2548.143699
321,2548.110263
322,2548.223011
323,2548.222856
324,2548.068659
325,2548.178200
326,2548.175748
327,2548.117987
328,2548.162564
329,2548.100830
330,2548.153409
331,2548.177080
332,2548.125977
333,2548.240922
334,2548.146118
335,2548.153920
336,2548.160989
337,2548.162931
338,2548.105458
339,2548.092640
340,2548.180764
341,2548.153076
342,2548.141713
343,2548.147372
344,2548.149137
345,2548.133700
346,2548.181519
347,2548.130615
348,2548.165172
349,2548.134200
350,2548.099521
351,2548.090843
352,2548.162265
353,2548.133201
354,2548.166559
355,2548.078569
356,2548.195168
357,2548.085827
358,2548.185669
359,2548.116200
360,2548.153076
361,2548.054887
362,2548.132391
363,2548.101285
364,2548.173728
365,2548.089355
366,2548.090732
367,2548.143222
368,2548.162964
369,2548.122126
370,2548.137285
371,2548.240834
372,2548.080866
373,2548.202992
374,2548.055975
375,2548.223067
376,2548.171709
377,2548.116810
378,2548.171398
379,2548.156749
380,2548.154907
381,2548.100730
382,2548.131836
383,2548.095981
384,2548.154752
385,2548.121371
386,2548.065940
387,2548.126975
388,2548.152333
389,2548.182351
390,2548.122503
391,2548.105890
392,2548.170044
393,2548.121160
394,2548.098988
395,2548.107222
396,2548.165150
397,2548.094482
398,2548.080866
399,2548.084450
400,2548.168279
401,2548.131714
402,2548.133767
403,2548.153109
404,2548.176614
405,2548.145985
406,2548.128596
407,2548.135709
408,2548.126565
409,2548.129772
410,2548.109763
411,2548.125544
412,2548.104636
413,2548.090277
414,2548.070435
415,2548.115756
416,2548.118419
417,2548.095293
418,2548.163430
419,2548.108809
420,2548.065352
421,2548.109386
422,2548.145563
423,2548.099554
424,2548.047818
425,2548.100408
426,2548.125721
427,2548.135587
428,2548.083529
429,2548.167614
430,2548.087580
431,2548.129361
432,2548.123335
433,2548.097834
434,2548.123724
435,2548.129861
436,2548.085638
437,2548.101407
438,2548.104936
439,2548.091031
440,2548.085738
441,2548.072077
442,2548.135986
443,2548.151756
444,2548.129838
445,2548.150024
446,2548.110263
447,2548.069369
448,2548.103183
449,2548.101640
450,2548.110995
451,2548.099931
452,2548.052634
453,2548.093839
454,2548.163485
455,2548.100630
456,2548.149470
457,2548.159768
458,2548.106323
459,2548.089355
460,2548.104193
461,2548.103449
462,2548.081066
463,2548.105946
464,2548.071034
465,2548.121771
466,2548.100020
467,2548.107844
468,2548.081188
469,2548.044367
470,2548.123469
471,2548.082897
472,2548.114846
473,2548.114202
474,2548.092330
475,2548.100464
476,2548.089355
477,2548.099443
478,2548.076405
479,2548.107577
480,2548.059826
481,2548.060147
482,2548.076594
483,2548.005937
484,2548.153587
485,2548.107189
486,2548.027921
487,2548.044844
488,2548.165239
489,2548.116788
490,2548.136552
491,2548.148981
492,2548.087868
493,2548.110407
494,2548.068615
495,2548.039340
496,2548.162276
497,2548.073153
498,2548.083540
499,2548.120861
